dataset,rep,strategy,sigma,W,meanSpear,snr_clip,mean_r2c
ChEMBL-hERG-Ki,PDV,valprop,0.9,0.5191208791208791,0.3989010989010989,0.7839061153468747,-0.22973618525044548
ChEMBL-hERG-Ki,PDV,valprop,1.0,0.5538461538461539,0.4423076923076922,0.778632731846941,-0.18470254692968088
ChEMBL-hERG-Ki,SNS,hetero,0.0,0.6123076923076923,0.5153846153846156,1.5383561253050024,0.4342280405372341
ChEMBL-hERG-Ki,SNS,hetero,0.1,0.5753846153846154,0.46923076923076934,1.672258815078899,0.438744068660943
ChEMBL-hERG-Ki,SNS,hetero,0.2,0.6290909090909091,0.5363636363636364,1.951702183294034,0.43044613920212205
ChEMBL-hERG-Ki,SNS,hetero,0.3,0.6044755244755244,0.5055944055944057,1.7096919931242405,0.43574061492680016
ChEMBL-hERG-Ki,SNS,hetero,0.4,0.5037762237762238,0.3797202797202798,1.7185293146254748,0.4307517711038498
ChEMBL-hERG-Ki,SNS,hetero,0.5,0.6352447552447552,0.5440559440559442,1.4957645530974928,0.4072685367026933
ChEMBL-hERG-Ki,SNS,hetero,0.6,0.5563636363636364,0.4454545454545455,1.3863601956466685,0.40367085164316746
ChEMBL-hERG-Ki,SNS,hetero,0.7,0.47804195804195804,0.3475524475524476,1.4753860637451324,0.40515482338916975
ChEMBL-hERG-Ki,SNS,hetero,0.8,0.45734265734265733,0.3216783216783218,1.4114829659418742,0.37499656440158347
ChEMBL-hERG-Ki,SNS,hetero,0.9,0.5166433566433566,0.39580419580419585,1.1281801649124037,0.3624656451353347
ChEMBL-hERG-Ki,SNS,hetero,1.0,0.3572027972027972,0.19650349650349655,1.3514346980661889,0.37288048917250266
