dataset,representation,target,replicate,level,condition,family,model,n_train,n_test,label_sd,target_dose,realised_dose,dose_used,dose_mode,unit_dose_g,affected_molecule_fraction,n_noise_groups,largest_group_share,noise_seed,r2,r2_clean
QM9,PDV,homo_lumo_gap,7,1.5,Gaussian,reference,NGBoost,3199,801,1.249293127931134,1.5,1.4960956560847396,1.4960956560847396,algebraic,1.0,0.0,1226,0.08252578930915912,60715,0.8120910542472846,0.8763046749638135
QM9,PDV,homo_lumo_gap,7,1.5,Grouped shifted,structure-keyed,NGBoost,3199,801,1.249293127931134,1.5,1.5749704432115832,1.5749704432115832,algebraic,1.0,1.0,1226,0.08252578930915912,60715,0.6614031268751739,0.8763046749638135
QM9,PDV,homo_lumo_gap,8,0.5,Gaussian,reference,NGBoost,3200,800,1.3098709049150197,0.5,0.49200180877207156,0.49200180877207156,algebraic,1.0,0.0,1230,0.0746875,60805,0.8382468010686783,0.8458387903090978
QM9,PDV,homo_lumo_gap,8,0.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.3098709049150197,0.5,0.46671962449372817,0.46671962449372817,algebraic,1.0,1.0,1230,0.0746875,60805,0.834283730464002,0.8458387903090978
QM9,PDV,homo_lumo_gap,8,1.0,Gaussian,reference,NGBoost,3200,800,1.3098709049150197,1.0,0.9880759566837198,0.9880759566837198,algebraic,1.0,0.0,1230,0.0746875,60810,0.7987272779496886,0.8458387903090978
QM9,PDV,homo_lumo_gap,8,1.0,Grouped shifted,structure-keyed,NGBoost,3200,800,1.3098709049150197,1.0,0.9750426642436621,0.9750426642436621,algebraic,1.0,1.0,1230,0.0746875,60810,0.7730737487984136,0.8458387903090978
QM9,PDV,homo_lumo_gap,8,1.5,Gaussian,reference,NGBoost,3200,800,1.3098709049150197,1.5,1.481768047704996,1.481768047704996,algebraic,1.0,0.0,1230,0.0746875,60815,0.7510473041065893,0.8458387903090978
QM9,PDV,homo_lumo_gap,8,1.5,Grouped shifted,structure-keyed,NGBoost,3200,800,1.3098709049150197,1.5,1.4367260104331616,1.4367260104331616,algebraic,1.0,1.0,1230,0.0746875,60815,0.669794608686725,0.8458387903090978
QM9,PDV,homo_lumo_gap,9,0.5,Gaussian,reference,NGBoost,3193,807,1.3114469285960124,0.5,0.5017161436894869,0.5017161436894869,algebraic,1.0,0.0,1343,0.036642655809583466,60905,0.8459009679611063,0.858709942196776
QM9,PDV,homo_lumo_gap,9,0.5,Grouped shifted,structure-keyed,NGBoost,3193,807,1.3114469285960124,0.5,0.5326741015344,0.5326741015344,algebraic,1.0,1.0,1343,0.036642655809583466,60905,0.8326008228818516,0.858709942196776
QM9,PDV,homo_lumo_gap,9,1.0,Gaussian,reference,NGBoost,3193,807,1.3114469285960124,1.0,1.0081000968801237,1.0081000968801237,algebraic,1.0,0.0,1343,0.036642655809583466,60910,0.8195886744567882,0.858709942196776
QM9,PDV,homo_lumo_gap,9,1.0,Grouped shifted,structure-keyed,NGBoost,3193,807,1.3114469285960124,1.0,0.9958094266810931,0.9958094266810931,algebraic,1.0,1.0,1343,0.036642655809583466,60910,0.7533619700011375,0.858709942196776
QM9,PDV,homo_lumo_gap,9,1.5,Gaussian,reference,NGBoost,3193,807,1.3114469285960124,1.5,1.5126602822895538,1.5126602822895538,algebraic,1.0,0.0,1343,0.036642655809583466,60915,0.7879470307204983,0.858709942196776
QM9,PDV,homo_lumo_gap,9,1.5,Grouped shifted,structure-keyed,NGBoost,3193,807,1.3114469285960124,1.5,1.5602917764534026,1.5602917764534026,algebraic,1.0,1.0,1343,0.036642655809583466,60915,0.7454530726197006,0.858709942196776
QM9,PDV,homo_lumo_gap,0,0.5,Gaussian,reference,RF,3199,801,1.3251350930417456,0.5,0.4950962218339133,0.4950962218339133,algebraic,1.0,0.0,1305,0.08002500781494216,60005,0.8704452516742938,0.8982989126708713
QM9,PDV,homo_lumo_gap,0,0.5,Grouped shifted,structure-keyed,RF,3199,801,1.3251350930417456,0.5,0.5664926096867223,0.5664926096867223,algebraic,1.0,1.0,1305,0.08002500781494216,60005,0.8164333345753582,0.8982989126708713
QM9,PDV,homo_lumo_gap,0,1.0,Gaussian,reference,RF,3199,801,1.3251350930417456,1.0,1.011956199391355,1.011956199391355,algebraic,1.0,0.0,1305,0.08002500781494216,60010,0.7912185680760462,0.8982989126708713
QM9,PDV,homo_lumo_gap,0,1.0,Grouped shifted,structure-keyed,RF,3199,801,1.3251350930417456,1.0,0.9895367864683816,0.9895367864683816,algebraic,1.0,1.0,1305,0.08002500781494216,60010,0.7651495411501195,0.8982989126708713
QM9,PDV,homo_lumo_gap,0,1.5,Gaussian,reference,RF,3199,801,1.3251350930417456,1.5,1.4838552495257629,1.4838552495257629,algebraic,1.0,0.0,1305,0.08002500781494216,60015,0.6811390063819076,0.8982989126708713
QM9,PDV,homo_lumo_gap,0,1.5,Grouped shifted,structure-keyed,RF,3199,801,1.3251350930417456,1.5,1.5717248229010399,1.5717248229010399,algebraic,1.0,1.0,1305,0.08002500781494216,60015,0.49164736232995276,0.8982989126708713
QM9,PDV,homo_lumo_gap,1,0.5,Gaussian,reference,RF,3196,804,1.2841922113560549,0.5,0.5022211276693679,0.5022211276693679,algebraic,1.0,0.0,1257,0.08322903629536921,60105,0.8841462285700725,0.8979553045789077
QM9,PDV,homo_lumo_gap,1,0.5,Grouped shifted,structure-keyed,RF,3196,804,1.2841922113560549,0.5,0.5237394567028337,0.5237394567028337,algebraic,1.0,1.0,1257,0.08322903629536921,60105,0.8619229182555825,0.8979553045789077
QM9,PDV,homo_lumo_gap,1,1.0,Gaussian,reference,RF,3196,804,1.2841922113560549,1.0,1.0279253636835735,1.0279253636835735,algebraic,1.0,0.0,1257,0.08322903629536921,60110,0.8062054212331551,0.8979553045789077
QM9,PDV,homo_lumo_gap,1,1.0,Grouped shifted,structure-keyed,RF,3196,804,1.2841922113560549,1.0,1.0564570757557938,1.0564570757557938,algebraic,1.0,1.0,1257,0.08322903629536921,60110,0.8008336465619966,0.8979553045789077
QM9,PDV,homo_lumo_gap,1,1.5,Gaussian,reference,RF,3196,804,1.2841922113560549,1.5,1.5048449627922718,1.5048449627922718,algebraic,1.0,0.0,1257,0.08322903629536921,60115,0.7329283257302716,0.8979553045789077
QM9,PDV,homo_lumo_gap,1,1.5,Grouped shifted,structure-keyed,RF,3196,804,1.2841922113560549,1.5,1.599774609603136,1.599774609603136,algebraic,1.0,1.0,1257,0.08322903629536921,60115,0.5357132214055029,0.8979553045789077
QM9,PDV,homo_lumo_gap,2,0.5,Gaussian,reference,RF,3200,800,1.3195234870175732,0.5,0.4881262133212197,0.4881262133212197,algebraic,1.0,0.0,1285,0.08375,60205,0.8554762401534322,0.8858197448878192
QM9,PDV,homo_lumo_gap,2,0.5,Grouped shifted,structure-keyed,RF,3200,800,1.3195234870175732,0.5,0.519227361661287,0.519227361661287,algebraic,1.0,1.0,1285,0.08375,60205,0.8680677176318912,0.8858197448878192
QM9,PDV,homo_lumo_gap,2,1.0,Gaussian,reference,RF,3200,800,1.3195234870175732,1.0,0.9937977712813926,0.9937977712813926,algebraic,1.0,0.0,1285,0.08375,60210,0.7840955533380959,0.8858197448878192
QM9,PDV,homo_lumo_gap,2,1.0,Grouped shifted,structure-keyed,RF,3200,800,1.3195234870175732,1.0,0.9679294245110469,0.9679294245110469,algebraic,1.0,1.0,1285,0.08375,60210,0.7355553047310697,0.8858197448878192
QM9,PDV,homo_lumo_gap,2,1.5,Gaussian,reference,RF,3200,800,1.3195234870175732,1.5,1.521833166704101,1.521833166704101,algebraic,1.0,0.0,1285,0.08375,60215,0.6928976262363574,0.8858197448878192
QM9,PDV,homo_lumo_gap,2,1.5,Grouped shifted,structure-keyed,RF,3200,800,1.3195234870175732,1.5,1.479698567566572,1.479698567566572,algebraic,1.0,1.0,1285,0.08375,60215,0.5876078656087722,0.8858197448878192
QM9,PDV,homo_lumo_gap,3,0.5,Gaussian,reference,RF,3200,800,1.2861454093472788,0.5,0.4872558433247672,0.4872558433247672,algebraic,1.0,0.0,1212,0.0865625,60305,0.8638575755609643,0.8756137515192669
QM9,PDV,homo_lumo_gap,3,0.5,Grouped shifted,structure-keyed,RF,3200,800,1.2861454093472788,0.5,0.4799009314648164,0.4799009314648164,algebraic,1.0,1.0,1212,0.0865625,60305,0.8569449221703096,0.8756137515192669
QM9,PDV,homo_lumo_gap,3,1.0,Gaussian,reference,RF,3200,800,1.2861454093472788,1.0,1.0053249315554973,1.0053249315554973,algebraic,1.0,0.0,1212,0.0865625,60310,0.7984388811604733,0.8756137515192669
QM9,PDV,homo_lumo_gap,3,1.0,Grouped shifted,structure-keyed,RF,3200,800,1.2861454093472788,1.0,1.0640925501828922,1.0640925501828922,algebraic,1.0,1.0,1212,0.0865625,60310,0.766882245307801,0.8756137515192669
QM9,PDV,homo_lumo_gap,3,1.5,Gaussian,reference,RF,3200,800,1.2861454093472788,1.5,1.4799245418165474,1.4799245418165474,algebraic,1.0,0.0,1212,0.0865625,60315,0.717241483569838,0.8756137515192669
QM9,PDV,homo_lumo_gap,3,1.5,Grouped shifted,structure-keyed,RF,3200,800,1.2861454093472788,1.5,1.4631224596518948,1.4631224596518948,algebraic,1.0,1.0,1212,0.0865625,60315,0.5946649209378175,0.8756137515192669
QM9,PDV,homo_lumo_gap,4,0.5,Gaussian,reference,RF,3199,801,1.3140756102057574,0.5,0.5022318925135888,0.5022318925135888,algebraic,1.0,0.0,1508,0.0315723663644889,60405,0.8877036323676214,0.9197238407785304
QM9,PDV,homo_lumo_gap,4,0.5,Grouped shifted,structure-keyed,RF,3199,801,1.3140756102057574,0.5,0.4882889502225018,0.4882889502225018,algebraic,1.0,1.0,1508,0.0315723663644889,60405,0.8829391468601994,0.9197238407785304
QM9,PDV,homo_lumo_gap,4,1.0,Gaussian,reference,RF,3199,801,1.3140756102057574,1.0,0.9978893586710067,0.9978893586710067,algebraic,1.0,0.0,1508,0.0315723663644889,60410,0.8158252016773562,0.9197238407785304
QM9,PDV,homo_lumo_gap,4,1.0,Grouped shifted,structure-keyed,RF,3199,801,1.3140756102057574,1.0,1.0167599935765885,1.0167599935765885,algebraic,1.0,1.0,1508,0.0315723663644889,60410,0.771770655588127,0.9197238407785304
QM9,PDV,homo_lumo_gap,4,1.5,Gaussian,reference,RF,3199,801,1.3140756102057574,1.5,1.5302342323919613,1.5302342323919613,algebraic,1.0,0.0,1508,0.0315723663644889,60415,0.6766917313454812,0.9197238407785304
QM9,PDV,homo_lumo_gap,4,1.5,Grouped shifted,structure-keyed,RF,3199,801,1.3140756102057574,1.5,1.5041104261527836,1.5041104261527836,algebraic,1.0,1.0,1508,0.0315723663644889,60415,0.7225871776740564,0.9197238407785304
QM9,PDV,homo_lumo_gap,5,0.5,Gaussian,reference,RF,3200,800,1.305599787788693,0.5,0.4927677661865978,0.4927677661865978,algebraic,1.0,0.0,1218,0.0753125,60505,0.836012394464912,0.8618276824664454
QM9,PDV,homo_lumo_gap,5,0.5,Grouped shifted,structure-keyed,RF,3200,800,1.305599787788693,0.5,0.48104833777650413,0.48104833777650413,algebraic,1.0,1.0,1218,0.0753125,60505,0.8239088658922955,0.8618276824664454
QM9,PDV,homo_lumo_gap,5,1.0,Gaussian,reference,RF,3200,800,1.305599787788693,1.0,0.9903869617071732,0.9903869617071732,algebraic,1.0,0.0,1218,0.0753125,60510,0.7509833321042013,0.8618276824664454
QM9,PDV,homo_lumo_gap,5,1.0,Grouped shifted,structure-keyed,RF,3200,800,1.305599787788693,1.0,0.9978644638722057,0.9978644638722057,algebraic,1.0,1.0,1218,0.0753125,60510,0.7436970461468613,0.8618276824664454
QM9,PDV,homo_lumo_gap,5,1.5,Gaussian,reference,RF,3200,800,1.305599787788693,1.5,1.4933895556902408,1.4933895556902408,algebraic,1.0,0.0,1218,0.0753125,60515,0.6504132732613205,0.8618276824664454
QM9,PDV,homo_lumo_gap,5,1.5,Grouped shifted,structure-keyed,RF,3200,800,1.305599787788693,1.5,1.538832802429868,1.538832802429868,algebraic,1.0,1.0,1218,0.0753125,60515,0.5794046400495668,0.8618276824664454
QM9,PDV,homo_lumo_gap,6,0.5,Gaussian,reference,RF,3119,881,1.2679742149352466,0.5,0.48700183381983575,0.48700183381983575,algebraic,1.0,0.0,1284,0.08303943571657582,60605,0.8728728111309823,0.90069803215622
QM9,PDV,homo_lumo_gap,6,0.5,Grouped shifted,structure-keyed,RF,3119,881,1.2679742149352466,0.5,0.48586857769097824,0.48586857769097824,algebraic,1.0,1.0,1284,0.08303943571657582,60605,0.8808382847938423,0.90069803215622
QM9,PDV,homo_lumo_gap,6,1.0,Gaussian,reference,RF,3119,881,1.2679742149352466,1.0,1.0087426087758866,1.0087426087758866,algebraic,1.0,0.0,1284,0.08303943571657582,60610,0.8124184993645139,0.90069803215622
QM9,PDV,homo_lumo_gap,6,1.0,Grouped shifted,structure-keyed,RF,3119,881,1.2679742149352466,1.0,1.0156922212828603,1.0156922212828603,algebraic,1.0,1.0,1284,0.08303943571657582,60610,0.7435052379854455,0.90069803215622
QM9,PDV,homo_lumo_gap,6,1.5,Gaussian,reference,RF,3119,881,1.2679742149352466,1.5,1.4789144813840622,1.4789144813840622,algebraic,1.0,0.0,1284,0.08303943571657582,60615,0.726617059644591,0.90069803215622
QM9,PDV,homo_lumo_gap,6,1.5,Grouped shifted,structure-keyed,RF,3119,881,1.2679742149352466,1.5,1.4642770201986834,1.4642770201986834,algebraic,1.0,1.0,1284,0.08303943571657582,60615,0.6911666616407877,0.90069803215622
QM9,PDV,homo_lumo_gap,7,0.5,Gaussian,reference,RF,3199,801,1.249293127931134,0.5,0.4997121821141412,0.4997121821141412,algebraic,1.0,0.0,1226,0.08252578930915912,60705,0.866039294668618,0.8949887543160362
QM9,PDV,homo_lumo_gap,7,0.5,Grouped shifted,structure-keyed,RF,3199,801,1.249293127931134,0.5,0.46258059661063844,0.46258059661063844,algebraic,1.0,1.0,1226,0.08252578930915912,60705,0.8634515226384557,0.8949887543160362
QM9,PDV,homo_lumo_gap,7,1.0,Gaussian,reference,RF,3199,801,1.249293127931134,1.0,0.9898664898824145,0.9898664898824145,algebraic,1.0,0.0,1226,0.08252578930915912,60710,0.8218071606467803,0.8949887543160362
QM9,PDV,homo_lumo_gap,7,1.0,Grouped shifted,structure-keyed,RF,3199,801,1.249293127931134,1.0,0.9796194947460121,0.9796194947460121,algebraic,1.0,1.0,1226,0.08252578930915912,60710,0.7976569610334723,0.8949887543160362
QM9,PDV,homo_lumo_gap,7,1.5,Gaussian,reference,RF,3199,801,1.249293127931134,1.5,1.4960956560847396,1.4960956560847396,algebraic,1.0,0.0,1226,0.08252578930915912,60715,0.7073571830273175,0.8949887543160362
QM9,PDV,homo_lumo_gap,7,1.5,Grouped shifted,structure-keyed,RF,3199,801,1.249293127931134,1.5,1.5749704432115832,1.5749704432115832,algebraic,1.0,1.0,1226,0.08252578930915912,60715,0.6407903258429822,0.8949887543160362
QM9,PDV,homo_lumo_gap,8,0.5,Gaussian,reference,RF,3200,800,1.3098709049150197,0.5,0.49200180877207156,0.49200180877207156,algebraic,1.0,0.0,1230,0.0746875,60805,0.842978110213158,0.8775785195345154
QM9,PDV,homo_lumo_gap,8,0.5,Grouped shifted,structure-keyed,RF,3200,800,1.3098709049150197,0.5,0.46671962449372817,0.46671962449372817,algebraic,1.0,1.0,1230,0.0746875,60805,0.8506211892233115,0.8775785195345154
QM9,PDV,homo_lumo_gap,8,1.0,Gaussian,reference,RF,3200,800,1.3098709049150197,1.0,0.9880759566837198,0.9880759566837198,algebraic,1.0,0.0,1230,0.0746875,60810,0.7454604476554815,0.8775785195345154
QM9,PDV,homo_lumo_gap,8,1.0,Grouped shifted,structure-keyed,RF,3200,800,1.3098709049150197,1.0,0.9750426642436621,0.9750426642436621,algebraic,1.0,1.0,1230,0.0746875,60810,0.7417396768056745,0.8775785195345154
QM9,PDV,homo_lumo_gap,8,1.5,Gaussian,reference,RF,3200,800,1.3098709049150197,1.5,1.481768047704996,1.481768047704996,algebraic,1.0,0.0,1230,0.0746875,60815,0.6253093926363249,0.8775785195345154
QM9,PDV,homo_lumo_gap,8,1.5,Grouped shifted,structure-keyed,RF,3200,800,1.3098709049150197,1.5,1.4367260104331616,1.4367260104331616,algebraic,1.0,1.0,1230,0.0746875,60815,0.5154485514513463,0.8775785195345154
QM9,PDV,homo_lumo_gap,9,0.5,Gaussian,reference,RF,3193,807,1.3114469285960124,0.5,0.5017161436894869,0.5017161436894869,algebraic,1.0,0.0,1343,0.036642655809583466,60905,0.8671529572466848,0.8864943687876886
QM9,PDV,homo_lumo_gap,9,0.5,Grouped shifted,structure-keyed,RF,3193,807,1.3114469285960124,0.5,0.5326741015344,0.5326741015344,algebraic,1.0,1.0,1343,0.036642655809583466,60905,0.839918112053134,0.8864943687876886
QM9,PDV,homo_lumo_gap,9,1.0,Gaussian,reference,RF,3193,807,1.3114469285960124,1.0,1.0081000968801237,1.0081000968801237,algebraic,1.0,0.0,1343,0.036642655809583466,60910,0.7720703863540997,0.8864943687876886
QM9,PDV,homo_lumo_gap,9,1.0,Grouped shifted,structure-keyed,RF,3193,807,1.3114469285960124,1.0,0.9958094266810931,0.9958094266810931,algebraic,1.0,1.0,1343,0.036642655809583466,60910,0.7477976161136085,0.8864943687876886
QM9,PDV,homo_lumo_gap,9,1.5,Gaussian,reference,RF,3193,807,1.3114469285960124,1.5,1.5126602822895538,1.5126602822895538,algebraic,1.0,0.0,1343,0.036642655809583466,60915,0.6618334331553676,0.8864943687876886
QM9,PDV,homo_lumo_gap,9,1.5,Grouped shifted,structure-keyed,RF,3193,807,1.3114469285960124,1.5,1.5602917764534026,1.5602917764534026,algebraic,1.0,1.0,1343,0.036642655809583466,60915,0.5885081999230417,0.8864943687876886
QM9,PDV,homo_lumo_gap,0,0.5,Gaussian,reference,SVM,3199,801,1.3251350930417456,0.5,0.4950962218339133,0.4950962218339133,algebraic,1.0,0.0,1305,0.08002500781494216,60005,0.8613888686460665,0.8834927028076074
QM9,PDV,homo_lumo_gap,0,0.5,Grouped shifted,structure-keyed,SVM,3199,801,1.3251350930417456,0.5,0.5664926096867223,0.5664926096867223,algebraic,1.0,1.0,1305,0.08002500781494216,60005,0.7715901940562908,0.8834927028076074
QM9,PDV,homo_lumo_gap,0,1.0,Gaussian,reference,SVM,3199,801,1.3251350930417456,1.0,1.011956199391355,1.011956199391355,algebraic,1.0,0.0,1305,0.08002500781494216,60010,0.8103968069843988,0.8834927028076074
QM9,PDV,homo_lumo_gap,0,1.0,Grouped shifted,structure-keyed,SVM,3199,801,1.3251350930417456,1.0,0.9895367864683816,0.9895367864683816,algebraic,1.0,1.0,1305,0.08002500781494216,60010,0.7969400063056145,0.8834927028076074
QM9,PDV,homo_lumo_gap,0,1.5,Gaussian,reference,SVM,3199,801,1.3251350930417456,1.5,1.4838552495257629,1.4838552495257629,algebraic,1.0,0.0,1305,0.08002500781494216,60015,0.7281465852129023,0.8834927028076074
QM9,PDV,homo_lumo_gap,0,1.5,Grouped shifted,structure-keyed,SVM,3199,801,1.3251350930417456,1.5,1.5717248229010399,1.5717248229010399,algebraic,1.0,1.0,1305,0.08002500781494216,60015,0.46894298691669734,0.8834927028076074
QM9,PDV,homo_lumo_gap,1,0.5,Gaussian,reference,SVM,3196,804,1.2841922113560549,0.5,0.5022211276693679,0.5022211276693679,algebraic,1.0,0.0,1257,0.08322903629536921,60105,0.8716536379435853,0.8954988340597001
QM9,PDV,homo_lumo_gap,1,0.5,Grouped shifted,structure-keyed,SVM,3196,804,1.2841922113560549,0.5,0.5237394567028337,0.5237394567028337,algebraic,1.0,1.0,1257,0.08322903629536921,60105,0.841903648100738,0.8954988340597001
QM9,PDV,homo_lumo_gap,1,1.0,Gaussian,reference,SVM,3196,804,1.2841922113560549,1.0,1.0279253636835735,1.0279253636835735,algebraic,1.0,0.0,1257,0.08322903629536921,60110,0.8086573152718223,0.8954988340597001
QM9,PDV,homo_lumo_gap,1,1.0,Grouped shifted,structure-keyed,SVM,3196,804,1.2841922113560549,1.0,1.0564570757557938,1.0564570757557938,algebraic,1.0,1.0,1257,0.08322903629536921,60110,0.7512803716401618,0.8954988340597001
QM9,PDV,homo_lumo_gap,1,1.5,Gaussian,reference,SVM,3196,804,1.2841922113560549,1.5,1.5048449627922718,1.5048449627922718,algebraic,1.0,0.0,1257,0.08322903629536921,60115,0.7671787237810697,0.8954988340597001
QM9,PDV,homo_lumo_gap,1,1.5,Grouped shifted,structure-keyed,SVM,3196,804,1.2841922113560549,1.5,1.599774609603136,1.599774609603136,algebraic,1.0,1.0,1257,0.08322903629536921,60115,0.5969730164607578,0.8954988340597001
QM9,PDV,homo_lumo_gap,2,0.5,Gaussian,reference,SVM,3200,800,1.3195234870175732,0.5,0.4881262133212197,0.4881262133212197,algebraic,1.0,0.0,1285,0.08375,60205,0.8177580548895012,0.866025938153826
QM9,PDV,homo_lumo_gap,2,0.5,Grouped shifted,structure-keyed,SVM,3200,800,1.3195234870175732,0.5,0.519227361661287,0.519227361661287,algebraic,1.0,1.0,1285,0.08375,60205,0.8128722202832204,0.866025938153826
QM9,PDV,homo_lumo_gap,2,1.0,Gaussian,reference,SVM,3200,800,1.3195234870175732,1.0,0.9937977712813926,0.9937977712813926,algebraic,1.0,0.0,1285,0.08375,60210,0.7911225467831762,0.866025938153826
QM9,PDV,homo_lumo_gap,2,1.0,Grouped shifted,structure-keyed,SVM,3200,800,1.3195234870175732,1.0,0.9679294245110469,0.9679294245110469,algebraic,1.0,1.0,1285,0.08375,60210,0.7258294024292009,0.866025938153826
QM9,PDV,homo_lumo_gap,2,1.5,Gaussian,reference,SVM,3200,800,1.3195234870175732,1.5,1.521833166704101,1.521833166704101,algebraic,1.0,0.0,1285,0.08375,60215,0.7271210472869044,0.866025938153826
QM9,PDV,homo_lumo_gap,2,1.5,Grouped shifted,structure-keyed,SVM,3200,800,1.3195234870175732,1.5,1.479698567566572,1.479698567566572,algebraic,1.0,1.0,1285,0.08375,60215,0.5470470887143868,0.866025938153826
QM9,PDV,homo_lumo_gap,3,0.5,Gaussian,reference,SVM,3200,800,1.2861454093472788,0.5,0.4872558433247672,0.4872558433247672,algebraic,1.0,0.0,1212,0.0865625,60305,0.8194355787394461,0.8417880846851109
QM9,PDV,homo_lumo_gap,3,0.5,Grouped shifted,structure-keyed,SVM,3200,800,1.2861454093472788,0.5,0.4799009314648164,0.4799009314648164,algebraic,1.0,1.0,1212,0.0865625,60305,0.7943105177155667,0.8417880846851109
QM9,PDV,homo_lumo_gap,3,1.0,Gaussian,reference,SVM,3200,800,1.2861454093472788,1.0,1.0053249315554973,1.0053249315554973,algebraic,1.0,0.0,1212,0.0865625,60310,0.743444104286005,0.8417880846851109
QM9,PDV,homo_lumo_gap,3,1.0,Grouped shifted,structure-keyed,SVM,3200,800,1.2861454093472788,1.0,1.0640925501828922,1.0640925501828922,algebraic,1.0,1.0,1212,0.0865625,60310,0.7235725000975688,0.8417880846851109
QM9,PDV,homo_lumo_gap,3,1.5,Gaussian,reference,SVM,3200,800,1.2861454093472788,1.5,1.4799245418165474,1.4799245418165474,algebraic,1.0,0.0,1212,0.0865625,60315,0.7223749138289894,0.8417880846851109
QM9,PDV,homo_lumo_gap,3,1.5,Grouped shifted,structure-keyed,SVM,3200,800,1.2861454093472788,1.5,1.4631224596518948,1.4631224596518948,algebraic,1.0,1.0,1212,0.0865625,60315,0.5994524808478918,0.8417880846851109
QM9,PDV,homo_lumo_gap,4,0.5,Gaussian,reference,SVM,3199,801,1.3140756102057574,0.5,0.5022318925135888,0.5022318925135888,algebraic,1.0,0.0,1508,0.0315723663644889,60405,0.8431588934677379,0.8664870927720616
QM9,PDV,homo_lumo_gap,4,0.5,Grouped shifted,structure-keyed,SVM,3199,801,1.3140756102057574,0.5,0.4882889502225018,0.4882889502225018,algebraic,1.0,1.0,1508,0.0315723663644889,60405,0.8321002786710967,0.8664870927720616
QM9,PDV,homo_lumo_gap,4,1.0,Gaussian,reference,SVM,3199,801,1.3140756102057574,1.0,0.9978893586710067,0.9978893586710067,algebraic,1.0,0.0,1508,0.0315723663644889,60410,0.7947967016024086,0.8664870927720616
QM9,PDV,homo_lumo_gap,4,1.0,Grouped shifted,structure-keyed,SVM,3199,801,1.3140756102057574,1.0,1.0167599935765885,1.0167599935765885,algebraic,1.0,1.0,1508,0.0315723663644889,60410,0.7443304418295049,0.8664870927720616
QM9,PDV,homo_lumo_gap,4,1.5,Gaussian,reference,SVM,3199,801,1.3140756102057574,1.5,1.5302342323919613,1.5302342323919613,algebraic,1.0,0.0,1508,0.0315723663644889,60415,0.6987919192008585,0.8664870927720616
QM9,PDV,homo_lumo_gap,4,1.5,Grouped shifted,structure-keyed,SVM,3199,801,1.3140756102057574,1.5,1.5041104261527836,1.5041104261527836,algebraic,1.0,1.0,1508,0.0315723663644889,60415,0.6442626749590583,0.8664870927720616
QM9,PDV,homo_lumo_gap,5,0.5,Gaussian,reference,SVM,3200,800,1.305599787788693,0.5,0.4927677661865978,0.4927677661865978,algebraic,1.0,0.0,1218,0.0753125,60505,0.7898540919927923,0.829689162847125
QM9,PDV,homo_lumo_gap,5,0.5,Grouped shifted,structure-keyed,SVM,3200,800,1.305599787788693,0.5,0.48104833777650413,0.48104833777650413,algebraic,1.0,1.0,1218,0.0753125,60505,0.7835275988622209,0.829689162847125
QM9,PDV,homo_lumo_gap,5,1.0,Gaussian,reference,SVM,3200,800,1.305599787788693,1.0,0.9903869617071732,0.9903869617071732,algebraic,1.0,0.0,1218,0.0753125,60510,0.7505873939596148,0.829689162847125
QM9,PDV,homo_lumo_gap,5,1.0,Grouped shifted,structure-keyed,SVM,3200,800,1.305599787788693,1.0,0.9978644638722057,0.9978644638722057,algebraic,1.0,1.0,1218,0.0753125,60510,0.6915898748257625,0.829689162847125
QM9,PDV,homo_lumo_gap,5,1.5,Gaussian,reference,SVM,3200,800,1.305599787788693,1.5,1.4933895556902408,1.4933895556902408,algebraic,1.0,0.0,1218,0.0753125,60515,0.6909200295796323,0.829689162847125
QM9,PDV,homo_lumo_gap,5,1.5,Grouped shifted,structure-keyed,SVM,3200,800,1.305599787788693,1.5,1.538832802429868,1.538832802429868,algebraic,1.0,1.0,1218,0.0753125,60515,0.5616890909051206,0.829689162847125
QM9,PDV,homo_lumo_gap,6,0.5,Gaussian,reference,SVM,3119,881,1.2679742149352466,0.5,0.48700183381983575,0.48700183381983575,algebraic,1.0,0.0,1284,0.08303943571657582,60605,0.8655252264084561,0.9011161656836035
QM9,PDV,homo_lumo_gap,6,0.5,Grouped shifted,structure-keyed,SVM,3119,881,1.2679742149352466,0.5,0.48586857769097824,0.48586857769097824,algebraic,1.0,1.0,1284,0.08303943571657582,60605,0.8613692535627329,0.9011161656836035
QM9,PDV,homo_lumo_gap,6,1.0,Gaussian,reference,SVM,3119,881,1.2679742149352466,1.0,1.0087426087758866,1.0087426087758866,algebraic,1.0,0.0,1284,0.08303943571657582,60610,0.8250518950417305,0.9011161656836035
QM9,PDV,homo_lumo_gap,6,1.0,Grouped shifted,structure-keyed,SVM,3119,881,1.2679742149352466,1.0,1.0156922212828603,1.0156922212828603,algebraic,1.0,1.0,1284,0.08303943571657582,60610,0.8023487834527745,0.9011161656836035
QM9,PDV,homo_lumo_gap,6,1.5,Gaussian,reference,SVM,3119,881,1.2679742149352466,1.5,1.4789144813840622,1.4789144813840622,algebraic,1.0,0.0,1284,0.08303943571657582,60615,0.7690928340542399,0.9011161656836035
QM9,PDV,homo_lumo_gap,6,1.5,Grouped shifted,structure-keyed,SVM,3119,881,1.2679742149352466,1.5,1.4642770201986834,1.4642770201986834,algebraic,1.0,1.0,1284,0.08303943571657582,60615,0.6936982999193473,0.9011161656836035
